Name,Email,Phone,Year,Dept
Student 635,student635@example.com,9359298177,3,ME
Student 636,student636@example.com,9424032436,2,ME
Student 637,student637@example.com,9155152012,1,CE
Student 638,student638@example.com,9131822673,1,CS
Student 639,student639@example.com,9228136214,5,EE
Student 640,student640@example.com,9864241113,3,EE
Student 641,student641@example.com,9581673413,5,EE
Student 642,student642@example.com,9562237532,3,ME
Student 643,student643@example.com,9700432360,1,EE
Student 644,student644@example.com,9752804077,5,CS
Student 645,student645@example.com,9818068872,5,CE
Student 646,student646@example.com,9179636403,4,CE
Student 647,student647@example.com,9321901682,4,EE
Student 648,student648@example.com,9481883471,3,EE
Student 649,student649@example.com,9956253877,4,CS
Student 650,student650@example.com,9711761145,4,CE
Student 651,student651@example.com,9402549467,1,IT
Student 652,student652@example.com,9615259296,3,IT
Student 653,student653@example.com,9461261592,4,EE
Student 654,student654@example.com,9697683677,4,IT
Student 655,student655@example.com,9201307558,1,ME
Student 656,student656@example.com,9959052241,5,ME
Student 657,student657@example.com,9786053429,5,CS
Student 658,student658@example.com,9299552501,1,CE
Student 659,student659@example.com,9403370863,1,ME
Student 660,student660@example.com,9551027931,1,ME
Student 661,student661@example.com,9654066104,4,CE
Student 662,student662@example.com,9420873734,1,EE
Student 663,student663@example.com,9941521974,2,IT
Student 664,student664@example.com,9423363263,3,EE
Student 665,student665@example.com,9658975567,5,EE
Student 666,student666@example.com,9291165748,3,ME
Student 667,student667@example.com,9823789821,5,CS
Student 668,student668@example.com,9513744984,2,CS
Student 669,student669@example.com,9109706271,5,ME
Student 670,student670@example.com,9974976413,2,ME
Student 671,student671@example.com,9536731972,4,EE
Student 672,student672@example.com,9694644022,3,CS
Student 673,student673@example.com,9258035694,3,CS
Student 674,student674@example.com,9217967113,2,EE
Student 675,student675@example.com,9886282314,2,ME
Student 676,student676@example.com,9255390213,3,CS
Student 677,student677@example.com,9964890877,5,CS
Student 678,student678@example.com,9819342224,4,ME
Student 679,student679@example.com,9851268684,1,EE
Student 680,student680@example.com,9963003825,2,ME
Student 681,student681@example.com,9762554513,3,CE
Student 682,student682@example.com,9340116012,1,CS
Student 683,student683@example.com,9831020745,4,ME
Student 684,student684@example.com,9332651406,2,CE
Student 685,student685@example.com,9181235398,4,CE
Student 686,student686@example.com,9305038869,3,IT
Student 687,student687@example.com,9296054450,2,EE
Student 688,student688@example.com,9236665151,5,CS
Student 689,student689@example.com,9812878314,4,CS
Student 690,student690@example.com,9501977497,3,CS
Student 691,student691@example.com,9297490833,2,ME
Student 692,student692@example.com,9441716419,4,CS
Student 693,student693@example.com,9371386113,5,EE
Student 694,student694@example.com,9719781985,4,ME
Student 695,student695@example.com,9902625821,4,CS
Student 696,student696@example.com,9438196479,1,EE
Student 697,student697@example.com,9869111169,5,CS
Student 698,student698@example.com,9819002505,2,EE
Student 699,student699@example.com,9232338120,3,IT
Student 700,student700@example.com,9615171712,5,ME
Student 701,student701@example.com,9632405896,4,CE
Student 702,student702@example.com,9144108834,4,EE
Student 703,student703@example.com,9419436079,4,IT
Student 704,student704@example.com,9700428310,1,EE
Student 705,student705@example.com,9662928707,5,ME
Student 706,student706@example.com,9476823786,2,EE
Student 707,student707@example.com,9390930109,5,ME
Student 708,student708@example.com,9391886763,2,IT
Student 709,student709@example.com,9807354690,1,EE
Student 710,student710@example.com,9332320873,5,CS
Student 711,student711@example.com,9964010064,2,EE
Student 712,student712@example.com,9920074893,3,IT
Student 713,student713@example.com,9824810228,1,CS
Student 714,student714@example.com,9788237036,5,IT
Student 715,student715@example.com,9259791688,5,IT
Student 716,student716@example.com,9845987806,4,CS
Student 717,student717@example.com,9397803832,5,ME
Student 718,student718@example.com,9709123902,4,CE
Student 719,student719@example.com,9253540778,1,IT
Student 720,student720@example.com,9912757705,1,IT
Student 721,student721@example.com,9570640355,1,EE
Student 722,student722@example.com,9985204535,3,EE
Student 723,student723@example.com,9432333853,4,CE
Student 724,student724@example.com,9488054095,2,CS
Student 725,student725@example.com,9887435475,1,CE
Student 726,student726@example.com,9307322249,2,IT
Student 727,student727@example.com,9108854243,1,CE
Student 728,student728@example.com,9800226233,3,CS
Student 729,student729@example.com,9580063790,5,CS
Student 730,student730@example.com,9382234841,1,IT
Student 731,student731@example.com,9375663805,4,IT
Student 732,student732@example.com,9779981459,4,ME
Student 733,student733@example.com,9245774362,5,ME
Student 734,student734@example.com,9594386808,1,ME
Student 735,student735@example.com,9630368140,5,CE
Student 736,student736@example.com,9981712067,4,CE
Student 737,student737@example.com,9916071816,3,IT
Student 738,student738@example.com,9112908454,3,CS
Student 739,student739@example.com,9557093673,1,ME
Student 740,student740@example.com,9527627247,3,ME
Student 741,student741@example.com,9307412382,1,CE
Student 742,student742@example.com,9324180820,2,IT
Student 743,student743@example.com,9609549068,1,CS
Student 744,student744@example.com,9387372987,1,CS
Student 745,student745@example.com,9530490043,4,EE
Student 746,student746@example.com,9618120912,1,CE
Student 747,student747@example.com,9916643733,2,EE
Student 748,student748@example.com,9661314001,4,ME
Student 749,student749@example.com,9270606439,3,EE
Student 750,student750@example.com,9517055991,5,IT
Student 751,student751@example.com,9487675459,5,ME
Student 752,student752@example.com,9349748888,5,EE
Student 753,student753@example.com,9867055900,5,ME
Student 754,student754@example.com,9831391226,5,ME
Student 755,student755@example.com,9133349110,2,EE
Student 756,student756@example.com,9739224667,3,ME
Student 757,student757@example.com,9886458503,5,CE
Student 758,student758@example.com,9533450576,5,EE
Student 759,student759@example.com,9239130458,4,CS
Student 760,student760@example.com,9549735831,4,ME
Student 761,student761@example.com,9828211456,5,ME
Student 762,student762@example.com,9914360587,3,ME
Student 763,student763@example.com,9680067562,3,EE
Student 764,student764@example.com,9304149524,2,EE
Student 765,student765@example.com,9727676419,4,CE
Student 766,student766@example.com,9249205115,1,CS
Student 767,student767@example.com,9487379496,2,EE
Student 768,student768@example.com,9915332019,3,ME
Student 769,student769@example.com,9816212766,1,IT
Student 770,student770@example.com,9378735432,5,CE
Student 771,student771@example.com,9672628287,5,ME
Student 772,student772@example.com,9213298299,3,ME
Student 773,student773@example.com,9765804755,2,CS
Student 774,student774@example.com,9116714549,1,CS
Student 775,student775@example.com,9431952954,4,IT
Student 776,student776@example.com,9220855192,4,EE
Student 777,student777@example.com,9883784455,5,CS
Student 778,student778@example.com,9540797392,2,CS
Student 779,student779@example.com,9341509650,2,IT
Student 780,student780@example.com,9664601310,3,IT
Student 781,student781@example.com,9562224994,1,CE
Student 782,student782@example.com,9168097546,1,EE
Student 783,student783@example.com,9968230368,4,EE
Student 784,student784@example.com,9754381998,1,EE
Student 785,student785@example.com,9931368156,5,IT
Student 786,student786@example.com,9973208878,1,ME
Student 787,student787@example.com,9598271027,2,CE
Student 788,student788@example.com,9109881336,2,CS
Student 789,student789@example.com,9884898462,4,EE
Student 790,student790@example.com,9498558935,2,ME
Student 791,student791@example.com,9153807873,1,CE
Student 792,student792@example.com,9333060939,4,ME
Student 793,student793@example.com,9280548357,3,IT
Student 794,student794@example.com,9311475235,5,IT
Student 795,student795@example.com,9200675660,5,CS
Student 796,student796@example.com,9423204101,4,EE
Student 797,student797@example.com,9755765454,4,ME
Student 798,student798@example.com,9884145048,2,ME
Student 799,student799@example.com,9538431200,2,CE
Student 800,student800@example.com,9138340640,2,IT
Student 801,student801@example.com,9632097858,1,CE
Student 802,student802@example.com,9885402826,2,EE
Student 803,student803@example.com,9780314255,4,IT
Student 804,student804@example.com,9757448525,2,ME
Student 805,student805@example.com,9814535184,1,CS
Student 806,student806@example.com,9855780210,1,EE
Student 807,student807@example.com,9486744653,4,ME
Student 808,student808@example.com,9779647869,1,IT
Student 809,student809@example.com,9610348379,4,EE
Student 810,student810@example.com,9421171514,1,IT
Student 811,student811@example.com,9210724257,4,CE
Student 812,student812@example.com,9169167588,4,IT
Student 813,student813@example.com,9142371147,3,EE
Student 814,student814@example.com,9815731062,2,IT
Student 815,student815@example.com,9449119063,4,ME
Student 816,student816@example.com,9824708195,1,ME
Student 817,student817@example.com,9876919872,3,EE
Student 818,student818@example.com,9948182173,2,CS
Student 819,student819@example.com,9331263564,4,EE
Student 820,student820@example.com,9839645392,1,CS
Student 821,student821@example.com,9537882090,5,CS
Student 822,student822@example.com,9987487779,3,ME
Student 823,student823@example.com,9945457112,4,EE
Student 824,student824@example.com,9240160938,1,EE
Student 825,student825@example.com,9573278994,3,EE
Student 826,student826@example.com,9355245828,4,EE
Student 827,student827@example.com,9954183591,5,IT
Student 828,student828@example.com,9518504441,3,IT
Student 829,student829@example.com,9928261176,5,IT
Student 830,student830@example.com,9461760281,1,CS
Student 831,student831@example.com,9411209639,4,CE
Student 832,student832@example.com,9103798237,3,EE
Student 833,student833@example.com,9620708004,2,CS
Student 834,student834@example.com,9363377755,4,EE
Student 835,student835@example.com,9941184394,5,EE
Student 836,student836@example.com,9768159707,4,CS
Student 837,student837@example.com,9579681319,3,EE
Student 838,student838@example.com,9515212400,2,CS
Student 839,student839@example.com,9378184381,2,CE
Student 840,student840@example.com,9793677319,1,CS
Student 841,student841@example.com,9273574756,5,CE
Student 842,student842@example.com,9121931279,3,CS
Student 843,student843@example.com,9243004963,4,CS
Student 844,student844@example.com,9402998359,5,IT
Student 845,student845@example.com,9831851023,2,EE
Student 846,student846@example.com,9163793907,2,CE
Student 847,student847@example.com,9326331935,4,EE
Student 848,student848@example.com,9630262051,1,EE
Student 849,student849@example.com,9542592403,2,ME
Student 850,student850@example.com,9287464847,2,EE
Student 851,student851@example.com,9188751927,5,EE
Student 852,student852@example.com,9929815714,1,EE
Student 853,student853@example.com,9675379677,4,IT
Student 854,student854@example.com,9453827218,2,IT
Student 855,student855@example.com,9372537233,1,CE
Student 856,student856@example.com,9266681672,1,IT
Student 857,student857@example.com,9251757080,5,ME
Student 858,student858@example.com,9580569911,3,CS
Student 859,student859@example.com,9567545806,1,ME
Student 860,student860@example.com,9840038313,5,EE
Student 861,student861@example.com,9509454477,3,ME
Student 862,student862@example.com,9787754070,4,CS
Student 863,student863@example.com,9795785968,4,CE
Student 864,student864@example.com,9557441090,4,IT
Student 865,student865@example.com,9761828137,3,CE
Student 866,student866@example.com,9998412893,1,CS
Student 867,student867@example.com,9680494033,3,ME
Student 868,student868@example.com,9768400288,3,ME
Student 869,student869@example.com,9513151876,2,ME
Student 870,student870@example.com,9192484871,1,CS
Student 871,student871@example.com,9678824390,2,IT
Student 872,student872@example.com,9814752383,2,ME
Student 873,student873@example.com,9828402879,2,EE
Student 874,student874@example.com,9396854324,1,CS
Student 875,student875@example.com,9537780872,4,CS
Student 876,student876@example.com,9217109539,4,CS
Student 877,student877@example.com,9572190234,3,EE
Student 878,student878@example.com,9110430462,4,IT
Student 879,student879@example.com,9596891613,5,EE
Student 880,student880@example.com,9307560639,3,CE
Student 881,student881@example.com,9879022774,3,CS
Student 882,student882@example.com,9660513021,3,EE
Student 883,student883@example.com,9804311133,5,ME
Student 884,student884@example.com,9481118550,4,CS
Student 885,student885@example.com,9770596308,3,CE
Student 886,student886@example.com,9684004829,1,CS
Student 887,student887@example.com,9486949126,5,CS
Student 888,student888@example.com,9716955573,3,EE
Student 889,student889@example.com,9715047546,3,CS
Student 890,student890@example.com,9527291938,4,IT
Student 891,student891@example.com,9315667175,2,CE
Student 892,student892@example.com,9148791878,3,IT
Student 893,student893@example.com,9325466782,3,EE
Student 894,student894@example.com,9944163748,4,IT
Student 895,student895@example.com,9123505682,1,EE
Student 896,student896@example.com,9602031480,3,IT
Student 897,student897@example.com,9436674917,3,IT
Student 898,student898@example.com,9385711375,1,ME
Student 899,student899@example.com,9658859217,5,CS
Student 900,student900@example.com,9659452611,1,EE
Student 901,student901@example.com,9675623502,1,IT
Student 902,student902@example.com,9724517459,4,CE
Student 903,student903@example.com,9976514674,1,ME
Student 904,student904@example.com,9999833311,5,CS
Student 905,student905@example.com,9374197147,4,EE
Student 906,student906@example.com,9345635560,1,IT
Student 907,student907@example.com,9818575564,3,CS
Student 908,student908@example.com,9655974929,1,CE
Student 909,student909@example.com,9168906536,2,EE
Student 910,student910@example.com,9336315815,4,CS
Student 911,student911@example.com,9385217283,4,ME
Student 912,student912@example.com,9703255698,1,ME
Student 913,student913@example.com,9341504086,1,CS
Student 914,student914@example.com,9605168421,1,ME
Student 915,student915@example.com,9511691588,2,EE
Student 916,student916@example.com,9124421950,2,CE
Student 917,student917@example.com,9810415673,2,CE
Student 918,student918@example.com,9998401830,5,CS
Student 919,student919@example.com,9533325428,5,ME
Student 920,student920@example.com,9871286066,1,ME
Student 921,student921@example.com,9724878907,1,ME
Student 922,student922@example.com,9398721832,5,EE
Student 923,student923@example.com,9336000729,3,CS
Student 924,student924@example.com,9967236981,4,EE
Student 925,student925@example.com,9563086885,5,CS
Student 926,student926@example.com,9578445564,3,CE
Student 927,student927@example.com,9957666053,1,EE
Student 928,student928@example.com,9335647238,4,CS
Student 929,student929@example.com,9272804043,5,ME
Student 930,student930@example.com,9327215104,5,IT
Student 931,student931@example.com,9814335567,3,CS
Student 932,student932@example.com,9630091665,1,CS
Student 933,student933@example.com,9370086486,1,CS
Student 934,student934@example.com,9574477336,1,EE
Student 935,student935@example.com,9344222855,1,ME
Student 936,student936@example.com,9421028256,2,CS
Student 937,student937@example.com,9668927295,5,IT
Student 938,student938@example.com,9287538036,1,EE
Student 939,student939@example.com,9845096294,5,IT
Student 940,student940@example.com,9267159264,1,CS
Student 941,student941@example.com,9472392876,1,ME
Student 942,student942@example.com,9389877060,1,ME
Student 943,student943@example.com,9172257610,4,CE
Student 944,student944@example.com,9595662687,5,CE
Student 945,student945@example.com,9893159002,2,EE
Student 946,student946@example.com,9283125718,2,IT
Student 947,student947@example.com,9946864597,2,CE
Student 948,student948@example.com,9607699546,5,ME
Student 949,student949@example.com,9455979686,3,EE
Student 950,student950@example.com,9927200424,2,CE
Student 951,student951@example.com,9541831508,5,ME
Student 952,student952@example.com,9648730399,2,CS
Student 953,student953@example.com,9266678524,3,CE
Student 954,student954@example.com,9747369710,5,CE
Student 955,student955@example.com,9553191670,4,ME
Student 956,student956@example.com,9459582970,5,ME
Student 957,student957@example.com,9703408240,5,EE
Student 958,student958@example.com,9100703913,2,CE
Student 959,student959@example.com,9466668914,2,EE
Student 960,student960@example.com,9231880250,5,ME
Student 961,student961@example.com,9698161814,2,IT
Student 962,student962@example.com,9225130417,3,EE
Student 963,student963@example.com,9335636959,4,EE
Student 964,student964@example.com,9717521504,5,IT
Student 965,student965@example.com,9952326719,3,CS
Student 966,student966@example.com,9286138266,5,IT
Student 967,student967@example.com,9415171295,5,ME
Student 968,student968@example.com,9259572763,3,CS
Student 969,student969@example.com,9963132451,2,CE
Student 970,student970@example.com,9745412578,3,CE
Student 971,student971@example.com,9503022847,3,IT
Student 972,student972@example.com,9919615908,1,ME
Student 973,student973@example.com,9485326650,3,CS
Student 974,student974@example.com,9129496816,4,IT
Student 975,student975@example.com,9270692901,3,CE
Student 976,student976@example.com,9325612748,3,ME
Student 977,student977@example.com,9496544766,5,IT
Student 978,student978@example.com,9931361833,5,EE
Student 979,student979@example.com,9324568923,1,ME
Student 980,student980@example.com,9476206230,2,CS
Student 981,student981@example.com,9682983327,2,CS
Student 982,student982@example.com,9707441799,3,ME
Student 983,student983@example.com,9605716548,4,ME
Student 984,student984@example.com,9660985075,3,CE
Student 985,student985@example.com,9372856144,3,CE
Student 986,student986@example.com,9915099813,3,CS
Student 987,student987@example.com,9237124201,3,CE
Student 988,student988@example.com,9812076500,4,ME
Student 989,student989@example.com,9244272132,1,EE
Student 990,student990@example.com,9350317577,1,CE
Student 991,student991@example.com,9183252828,2,IT
Student 992,student992@example.com,9602341588,2,IT
Student 993,student993@example.com,9980908829,5,ME
Student 994,student994@example.com,9762555148,5,CE
Student 995,student995@example.com,9859759817,3,CS
Student 996,student996@example.com,9765614664,3,CE
Student 997,student997@example.com,9346301262,5,IT
Student 998,student998@example.com,9324139869,3,IT
Student 999,student999@example.com,9650939608,4,CS
Student 1000,student1000@example.com,9908630268,4,CS
