Name,Email,Phone,Year,Dept
Student 724,student724@example.com,9152417935,3,CS
Student 725,invalid-email,9354799703,3,EE
Student 726,student726@example.com,9289359008,first,CS
Student 727,student727@example.com,9417394178,5,CS
Student 728,invalid-email,9588540795,3,
Student 729,student729@example.com,9843432481,1,EE
Student 730,student730@example.com,9826895631,first,
Student 731,invalid-email,9367768904,1,ME
Student 732,student732@example.com,,1,ME
,student733@example.com,9177114224,,ME
Student 734,student734@example.com,,6,CS
Student 735,invalid-email,9111924352,first,EE
Student 736,student736@example.com,9907187219,5,EE
Student 737,student737@example.com,9912475859,5,ME
Student 738,invalid-email,9571474438,3,EE
Student 739,student452@example.com,9661542664,2,
Student 740,invalid-email,9911290593,1,CS
Student 741,student741@example.com,9780229611,2,
Student 742,student742@example.com,9526690341,1,
Student 743,student743@example.com,,1,ME
Student 744,student744@example.com,9760090921,6,
Student 745,student745@example.com,9445240537,first,CS
Student 746,student746@example.com,,5,EE
Student 747,student747@example.com,,2,CS
Student 748,invalid-email,9126165286,1,ME
Student 749,invalid-email,,4,
Student 750,student750@example.com,9815561114,,EE
Student 751,student751@example.com,,first,ME
Student 752,student752@example.com,9637362523,4,EE
Student 753,student753@example.com,9312835275,,CS
Student 754,student754@example.com,9967205788,6,CS
Student 755,invalid-email,9126796483,,EE
Student 756,student756@example.com,9913404331,5,ME
Student 757,student757@example.com,9483841511,,ME
Student 758,student758@example.com,9551471303,5,CS
Student 759,student759@example.com,9351133857,5,ME
Student 760,student760@example.com,9207338220,first,CS
,student761@example.com,,5,CS
Student 762,student762@example.com,9573956638,5,
Student 763,student763@example.com,9660755296,1,CS
Student 764,student764@example.com,9153529532,1,EE
Student 765,student765@example.com,,first,
Student 766,invalid-email,9390712825,3,
Student 767,student767@example.com,,6,
Student 768,student768@example.com,9258614055,,CS
Student 769,student769@example.com,9700612601,first,
Student 770,student770@example.com,9300246553,3,
Student 771,student771@example.com,,first,EE
Student 772,student772@example.com,9497035538,3,
Student 773,student773@example.com,9180028656,1,
Student 774,student774@example.com,9520790425,first,
Student 775,student775@example.com,9235865377,,
Student 776,student776@example.com,9630859865,,EE
Student 777,student777@example.com,9496684124,first,
Student 778,student778@example.com,9446359481,6,
Student 779,student779@example.com,9699214228,4,
Student 780,student780@example.com,9362614988,,
Student 781,student781@example.com,,1,
Student 782,student782@example.com,,,EE
Student 783,invalid-email,9496882907,1,
Student 784,student784@example.com,9488708145,5,
Student 785,student785@example.com,9637558739,3,ME
Student 786,student786@example.com,9727455567,first,
Student 787,student787@example.com,,1,ME
Student 788,student788@example.com,,2,EE
Student 789,student789@example.com,,5,CS
Student 790,student790@example.com,9663148342,1,
Student 791,student791@example.com,9437681441,,EE
Student 792,student792@example.com,,4,EE
Student 793,student793@example.com,,1,ME
Student 794,student794@example.com,9404381488,2,ME
Student 795,student795@example.com,9118355431,,EE
,student796@example.com,9185705266,1,
Student 797,student797@example.com,9131393512,3,CS
,student218@example.com,9454827057,1,
Student 799,student799@example.com,9546074983,3,
Student 800,student800@example.com,9413082258,3,
,student801@example.com,,first,
Student 802,student802@example.com,9493536351,5,
Student 803,student803@example.com,,5,CS
Student 804,student804@example.com,9940243743,5,CS
Student 805,student805@example.com,,3,EE
Student 806,student806@example.com,9279453090,6,
Student 807,invalid-email,9396234912,6,EE
Student 808,student808@example.com,9464798604,1,CS
Student 809,student809@example.com,9621506541,first,EE
Student 810,student810@example.com,9848799845,,
Student 811,student811@example.com,9936729877,3,ME
Student 812,student812@example.com,,first,EE
Student 813,student813@example.com,9297267595,3,
Student 814,student814@example.com,9558703438,5,
Student 815,student815@example.com,,,EE
Student 816,student816@example.com,9968444791,3,EE
Student 817,student817@example.com,9545601278,3,CS
Student 818,student818@example.com,9252131620,5,
Student 819,student819@example.com,9659631836,4,
Student 820,invalid-email,9968159250,6,ME
Student 821,student821@example.com,,2,EE
Student 822,student822@example.com,,1,
Student 823,student823@example.com,9319134775,6,CS
Student 824,student824@example.com,9212532993,,EE
,student825@example.com,9445311113,3,EE
Student 826,student826@example.com,9695079515,,EE
Student 827,student827@example.com,9719569925,2,
,student828@example.com,,5,EE
Student 829,student829@example.com,,3,
Student 830,invalid-email,,2,CS
Student 831,student831@example.com,9329680845,6,ME
Student 832,student832@example.com,9194896206,5,ME
Student 833,student833@example.com,9505766382,4,
Student 834,student691@example.com,9542943942,2,CS
Student 835,student835@example.com,9464893654,,EE
Student 836,student836@example.com,9783823717,6,
Student 837,student837@example.com,9181975433,6,ME
Student 838,student838@example.com,9129873216,6,CS
,student839@example.com,9593278513,1,
Student 840,invalid-email,9258495544,1,CS
Student 841,student841@example.com,9594347774,6,EE
Student 842,student842@example.com,9853138862,6,EE
,student843@example.com,9397336753,6,
Student 844,student844@example.com,9380972550,first,CS
Student 845,invalid-email,9784805264,2,ME
Student 846,student846@example.com,9535434178,,
Student 847,student847@example.com,9361008007,4,
Student 848,student848@example.com,9194839229,6,CS
Student 849,student849@example.com,9623602426,3,ME
Student 850,student850@example.com,9964970130,4,ME
Student 851,invalid-email,9228161787,2,CS
Student 852,student852@example.com,9171202892,6,
Student 853,student853@example.com,9273038414,1,
Student 854,student854@example.com,9149301271,5,CS
Student 855,student855@example.com,,6,ME
Student 856,invalid-email,9850145698,first,ME
Student 857,invalid-email,9335624359,first,
Student 858,student858@example.com,9399400872,first,
Student 859,student859@example.com,9883993484,5,ME
Student 860,student860@example.com,9628766817,5,
Student 861,student109@example.com,,1,
Student 862,student862@example.com,9249061801,1,CS
,student863@example.com,9800863959,6,EE
,student864@example.com,9378365868,4,CS
,student865@example.com,9288192850,3,
Student 866,student866@example.com,9101401400,4,CS
Student 867,student867@example.com,,5,EE
Student 868,student383@example.com,,3,CS
Student 869,invalid-email,9657527493,3,EE
Student 870,student870@example.com,,1,
Student 871,student871@example.com,9555873847,6,EE
Student 872,student872@example.com,9910114424,4,
Student 873,student873@example.com,,4,
Student 874,student874@example.com,9642571382,5,EE
Student 875,student875@example.com,9195480472,1,CS
Student 876,student876@example.com,9338564142,1,
Student 877,student877@example.com,,5,ME
Student 878,student878@example.com,,,
,invalid-email,,1,CS
Student 880,student880@example.com,9860518233,4,ME
Student 881,student881@example.com,9797306016,,
,student882@example.com,9615517920,3,ME
Student 883,student883@example.com,,5,
Student 884,student884@example.com,,1,CS
Student 885,student885@example.com,,3,
Student 886,student12@example.com,,,ME
Student 887,student887@example.com,9968963950,4,
Student 888,student888@example.com,9397484104,3,
Student 889,student889@example.com,9281111117,6,
Student 890,student890@example.com,9462372780,first,ME
Student 891,student891@example.com,9765959493,first,ME
,invalid-email,,4,EE
Student 893,student893@example.com,9755892576,first,ME
Student 894,student894@example.com,9280398267,5,
Student 895,student882@example.com,9992814495,6,
Student 896,student896@example.com,9982563890,2,ME
,student897@example.com,9774998467,4,CS
Student 898,student898@example.com,9847046849,3,ME
Student 899,student899@example.com,9849354726,first,CS
Student 900,student900@example.com,9162681032,2,
Student 901,student901@example.com,9850240791,,CS
Student 902,invalid-email,9499249421,4,ME
Student 903,student903@example.com,9876093024,1,
Student 904,student904@example.com,9703479509,,
Student 905,student905@example.com,9899600328,2,ME
Student 906,student906@example.com,9285233622,4,ME
Student 907,student907@example.com,9336549365,2,
Student 908,student908@example.com,,3,
Student 909,student909@example.com,,6,EE
Student 910,invalid-email,9190105871,,EE
Student 911,student911@example.com,9590449410,1,CS
Student 912,student912@example.com,,3,EE
Student 913,student913@example.com,9663961095,5,EE
Student 914,student914@example.com,,3,
Student 915,student915@example.com,9373136318,5,
,student916@example.com,9171898063,2,ME
Student 917,student917@example.com,9824587303,6,
,invalid-email,9321333185,6,EE
Student 919,student919@example.com,9531848181,3,
Student 920,invalid-email,,6,EE
Student 921,student921@example.com,,1,
Student 922,student922@example.com,,6,
Student 923,student923@example.com,9208750062,6,CS
Student 924,student924@example.com,9999382468,4,
Student 925,student925@example.com,9757798237,2,
Student 926,student926@example.com,9223641645,6,ME
Student 927,student927@example.com,9424901015,4,
Student 928,student928@example.com,9318380768,4,CS
Student 929,student929@example.com,9937951319,first,
Student 930,student930@example.com,9439017364,6,CS
Student 931,student931@example.com,,5,EE
Student 932,student932@example.com,9622862871,,
Student 933,student933@example.com,9858565433,2,
Student 934,student934@example.com,9274407198,3,EE
Student 935,student935@example.com,9976895762,1,
Student 936,invalid-email,9748522112,,EE
Student 937,student576@example.com,,2,EE
Student 938,student938@example.com,9171743801,1,
Student 939,student939@example.com,9474958791,2,EE
Student 940,student940@example.com,9345112723,6,ME
,student941@example.com,,1,ME
Student 942,student942@example.com,9917115828,first,
Student 943,student943@example.com,9744438182,6,
Student 944,student944@example.com,9534358569,4,
Student 945,student945@example.com,,4,EE
Student 946,student946@example.com,,1,ME
Student 947,student947@example.com,9263383029,first,
Student 948,student948@example.com,9545461259,6,CS
Student 949,student949@example.com,9548480373,,EE
Student 950,student950@example.com,,4,CS
Student 951,invalid-email,,4,EE
Student 952,student952@example.com,9784839788,first,
Student 953,student953@example.com,,first,
Student 954,student954@example.com,,5,EE
Student 955,student955@example.com,9838795783,5,
Student 956,student956@example.com,,3,EE
Student 957,invalid-email,9852804533,first,CS
Student 958,student958@example.com,9345068380,4,CS
,student959@example.com,,6,EE
Student 960,invalid-email,9108850203,2,ME
Student 961,student961@example.com,9689325682,3,
Student 962,student962@example.com,9324282185,4,EE
Student 963,student963@example.com,9789730135,3,
,student964@example.com,,1,
Student 965,student965@example.com,9983299286,2,EE
Student 966,student966@example.com,9854828251,4,
Student 967,student967@example.com,9272287679,5,ME
Student 968,student968@example.com,,3,EE
Student 969,student969@example.com,9392039028,6,EE
Student 970,student970@example.com,,first,ME
Student 971,student971@example.com,9691459890,5,
Student 972,student972@example.com,9160154585,5,ME
Student 973,student973@example.com,9675940342,2,
Student 974,student974@example.com,9239456992,4,CS
Student 975,student975@example.com,9354724258,6,
,student976@example.com,9700564352,6,
Student 977,student977@example.com,,2,
Student 978,student978@example.com,9381756814,5,ME
Student 979,student979@example.com,9938000154,5,
Student 980,student980@example.com,,4,CS
Student 981,student981@example.com,9829715182,first,ME
Student 982,student982@example.com,9433373059,,
Student 983,student983@example.com,,6,
Student 984,student984@example.com,9449465243,2,
,student985@example.com,9243662970,5,
Student 986,student986@example.com,9313679249,,ME
Student 987,student987@example.com,,2,
Student 988,student988@example.com,9668707664,,
Student 989,student989@example.com,,5,
Student 990,student990@example.com,9617872761,,
Student 991,student991@example.com,9649865648,6,
Student 992,student992@example.com,,first,CS
,student993@example.com,9599853568,first,CS
Student 994,student994@example.com,9548853115,first,
Student 995,student995@example.com,,1,
Student 996,student996@example.com,9583920222,first,
Student 997,student997@example.com,,1,
Student 998,invalid-email,,6,CS
Student 999,student999@example.com,,4,CS
Student 1000,student1000@example.com,9222405810,1,
